71,MRS,User 71,1982-11-01 00:00:00,0
72,MR,User 72,2009-07-01 00:00:00,1
73,MRS,User 73,2004-01-01 00:00:00,0
74,MR,User 74,1979-09-01 00:00:00,0
75,MRS,User 75,1999-09-01 00:00:00,1
76,MR,User 76,2006-01-01 00:00:00,0
77,MRS,User 77,1977-06-01 00:00:00,0
78,MR,User 78,1982-05-01 00:00:00,1
79,MRS,User 79,2009-06-01 00:00:00,0
80,MR,User 80,2005-02-01 00:00:00,0
81,MRS,User 81,1985-04-01 00:00:00,1
82,MR,User 82,1982-07-01 00:00:00,0
83,MRS,User 83,1986-10-01 00:00:00,0
84,MR,User 84,1974-07-01 00:00:00,1
85,MRS,User 85,1984-01-01 00:00:00,0
86,MR,User 86,1984-07-01 00:00:00,0
87,MRS,User 87,2000-06-01 00:00:00,1
88,MR,User 88,1995-03-01 00:00:00,0
89,MRS,User 89,2004-09-01 00:00:00,0
90,MR,User 90,1984-03-01 00:00:00,1
91,MRS,User 91,1978-08-01 00:00:00,0
92,MR,User 92,1970-02-01 00:00:00,0
93,MRS,User 93,1986-08-01 00:00:00,1
94,MR,User 94,2010-09-01 00:00:00,0
95,MRS,User 95,1998-10-01 00:00:00,0
96,MR,User 96,1991-07-01 00:00:00,1
97,MRS,User 97,1991-05-01 00:00:00,0
98,MR,User 98,1970-03-01 00:00:00,0
99,MRS,User 99,1990-05-01 00:00:00,1
100,MR,User 100,1987-08-01 00:00:00,0
101,MRS,User 101,1996-10-01 00:00:00,0
102,MR,User 102,2009-07-01 00:00:00,1
103,MRS,User 103,2003-08-01 00:00:00,0
104,MR,User 104,1977-10-01 00:00:00,0
105,MRS,User 105,1991-06-01 00:00:00,1
106,MR,User 106,1970-05-01 00:00:00,0
107,MRS,User 107,1990-10-01 00:00:00,0
108,MR,User 108,1989-04-01 00:00:00,1
109,MRS,User 109,2003-11-01 00:00:00,0
110,MR,User 110,1998-04-01 00:00:00,0
111,MRS,User 111,2009-06-01 00:00:00,1
112,MR,User 112,1999-01-01 00:00:00,0
113,MRS,User 113,1996-08-01 00:00:00,0
114,MR,User 114,1974-03-01 00:00:00,1
115,MRS,User 115,1994-06-01 00:00:00,0
116,MR,User 116,1996-01-01 00:00:00,0
117,MRS,User 117,1985-04-01 00:00:00,1
118,MR,User 118,2009-11-01 00:00:00,0
119,MRS,User 119,1998-03-01 00:00:00,0
120,MR,User 120,1991-05-01 00:00:00,1
121,MRS,User 121,1992-03-01 00:00:00,0
122,MR,User 122,1975-02-01 00:00:00,0
123,MRS,User 123,1970-06-01 00:00:00,1
124,MR,User 124,1998-06-01 00:00:00,0
125,MRS,User 125,1985-11-01 00:00:00,0
126,MR,User 126,2005-06-01 00:00:00,1
127,MRS,User 127,1974-08-01 00:00:00,0
128,MR,User 128,2011-07-01 00:00:00,0
129,MRS,User 129,1997-03-01 00:00:00,1
130,MR,User 130,1981-04-01 00:00:00,0
131,MRS,User 131,1986-04-01 00:00:00,0
132,MR,User 132,1975-10-01 00:00:00,1
133,MRS,User 133,1991-09-01 00:00:00,0
134,MR,User 134,1977-08-01 00:00:00,0
135,MRS,User 135,1984-07-01 00:00:00,1
136,MR,User 136,1978-03-01 00:00:00,0
137,MRS,User 137,2008-11-01 00:00:00,0
138,MR,User 138,1972-11-01 00:00:00,1
139,MRS,User 139,1992-09-01 00:00:00,0
140,MR,User 140,1991-07-01 00:00:00,0
141,MRS,User 141,2009-03-01 00:00:00,1
142,MR,User 142,1976-07-01 00:00:00,0
143,MRS,User 143,2009-11-01 00:00:00,0
144,MR,User 144,1982-10-01 00:00:00,1
145,MRS,User 145,1997-08-01 00:00:00,0
146,MR,User 146,1986-06-01 00:00:00,0
147,MRS,User 147,2010-11-01 00:00:00,1
148,MR,User 148,1999-09-01 00:00:00,0
149,MRS,User 149,1995-11-01 00:00:00,0
150,MR,User 150,2010-03-01 00:00:00,1
151,MRS,User 151,2009-12-01 00:00:00,0
152,MR,User 152,2007-04-01 00:00:00,0
153,MRS,User 153,1994-11-01 00:00:00,1
154,MR,User 154,1982-04-01 00:00:00,0
155,MRS,User 155,1998-06-01 00:00:00,0
156,MR,User 156,1991-12-01 00:00:00,1
157,MRS,User 157,1994-02-01 00:00:00,0
158,MR,User 158,1983-02-01 00:00:00,0
159,MRS,User 159,2004-08-01 00:00:00,1
160,MR,User 160,1978-08-01 00:00:00,0
161,MRS,User 161,1992-09-01 00:00:00,0
162,MR,User 162,1973-12-01 00:00:00,1
163,MRS,User 163,2004-10-01 00:00:00,0
164,MR,User 164,2007-02-01 00:00:00,0
165,MRS,User 165,2009-07-01 00:00:00,1
166,MR,User 166,1972-12-01 00:00:00,0
167,MRS,User 167,1990-10-01 00:00:00,0
168,MR,User 168,1981-11-01 00:00:00,1
169,MRS,User 169,2008-07-01 00:00:00,0
170,MR,User 170,2001-09-01 00:00:00,0
171,MRS,User 171,1971-04-01 00:00:00,1
172,MR,User 172,2006-02-01 00:00:00,0
173,MRS,User 173,1979-11-01 00:00:00,0
174,MR,User 174,1994-05-01 00:00:00,1
175,MRS,User 175,1978-08-01 00:00:00,0
176,MR,User 176,1981-10-01 00:00:00,0
177,MRS,User 177,2002-10-01 00:00:00,1
178,MR,User 178,1973-07-01 00:00:00,0
179,MRS,User 179,1972-08-01 00:00:00,0
180,MR,User 180,1972-04-01 00:00:00,1
181,MRS,User 181,1973-08-01 00:00:00,0
182,MR,User 182,1980-11-01 00:00:00,0
183,MRS,User 183,1971-12-01 00:00:00,1
184,MR,User 184,1988-06-01 00:00:00,0
185,MRS,User 185,1973-01-01 00:00:00,0
186,MR,User 186,1971-06-01 00:00:00,1
187,MRS,User 187,2009-08-01 00:00:00,0
188,MR,User 188,1996-12-01 00:00:00,0
189,MRS,User 189,1985-10-01 00:00:00,1
190,MR,User 190,2009-08-01 00:00:00,0
191,MRS,User 191,1995-10-01 00:00:00,0
192,MR,User 192,1979-11-01 00:00:00,1
193,MRS,User 193,1983-08-01 00:00:00,0
194,MR,User 194,2008-03-01 00:00:00,0
195,MRS,User 195,1994-12-01 00:00:00,1
196,MR,User 196,1980-03-01 00:00:00,0
197,MRS,User 197,1987-10-01 00:00:00,0
198,MR,User 198,1986-08-01 00:00:00,1
199,MRS,User 199,1999-05-01 00:00:00,0
200,MR,User 200,1983-07-01 00:00:00,0
201,MRS,User 201,1991-02-01 00:00:00,1
202,MR,User 202,1993-02-01 00:00:00,0
203,MRS,User 203,1980-07-01 00:00:00,0
204,MR,User 204,1994-09-01 00:00:00,1
205,MRS,User 205,1978-09-01 00:00:00,0
206,MR,User 206,1980-11-01 00:00:00,0
207,MRS,User 207,1998-02-01 00:00:00,1
208,MR,User 208,1994-08-01 00:00:00,0
209,MRS,User 209,2008-07-01 00:00:00,0
210,MR,User 210,2005-04-01 00:00:00,1
211,MRS,User 211,1989-02-01 00:00:00,0
212,MR,User 212,2001-05-01 00:00:00,0
213,MRS,User 213,1985-12-01 00:00:00,1
214,MR,User 214,1997-04-01 00:00:00,0
215,MRS,User 215,1975-02-01 00:00:00,0
216,MR,User 216,1996-10-01 00:00:00,1
217,MRS,User 217,2005-03-01 00:00:00,0
218,MR,User 218,1982-05-01 00:00:00,0
219,MRS,User 219,2009-05-01 00:00:00,1
220,MR,User 220,2004-06-01 00:00:00,0
221,MRS,User 221,1982-06-01 00:00:00,0
222,MR,User 222,1970-08-01 00:00:00,1
223,MRS,User 223,1977-02-01 00:00:00,0
224,MR,User 224,2003-09-01 00:00:00,0
225,MRS,User 225,1992-02-01 00:00:00,1
226,MR,User 226,1979-04-01 00:00:00,0
227,MRS,User 227,1991-09-01 00:00:00,0
228,MR,User 228,2008-11-01 00:00:00,1
229,MRS,User 229,1974-02-01 00:00:00,0
230,MR,User 230,1998-11-01 00:00:00,0
231,MRS,User 231,1976-10-01 00:00:00,1
232,MR,User 232,2000-07-01 00:00:00,0
233,MRS,User 233,1977-05-01 00:00:00,0
234,MR,User 234,1998-06-01 00:00:00,1
235,MRS,User 235,2006-09-01 00:00:00,0
236,MR,User 236,1984-07-01 00:00:00,0
237,MRS,User 237,1974-04-01 00:00:00,1
238,MR,User 238,1989-02-01 00:00:00,0
239,MRS,User 239,2011-03-01 00:00:00,0
240,MR,User 240,1993-06-01 00:00:00,1
241,MRS,User 241,2005-05-01 00:00:00,0
242,MR,User 242,1992-10-01 00:00:00,0
243,MRS,User 243,1977-09-01 00:00:00,1
244,MR,User 244,1981-09-01 00:00:00,0
245,MRS,User 245,2005-06-01 00:00:00,0
246,MR,User 246,1987-01-01 00:00:00,1
247,MRS,User 247,1990-05-01 00:00:00,0
248,MR,User 248,1978-11-01 00:00:00,0
249,MRS,User 249,1994-10-01 00:00:00,1
250,MR,User 250,1983-12-01 00:00:00,0
251,MRS,User 251,2006-12-01 00:00:00,0
252,MR,User 252,1987-11-01 00:00:00,1
253,MRS,User 253,1990-01-01 00:00:00,0
254,MR,User 254,1974-09-01 00:00:00,0
255,MRS,User 255,1975-02-01 00:00:00,1
256,MR,User 256,1981-04-01 00:00:00,0
257,MRS,User 257,2010-12-01 00:00:00,0
258,MR,User 258,1974-02-01 00:00:00,1
259,MRS,User 259,1992-08-01 00:00:00,0
260,MR,User 260,1987-03-01 00:00:00,0
261,MRS,User 261,1988-03-01 00:00:00,1
262,MR,User 262,2009-05-01 00:00:00,0
263,MRS,User 263,1986-11-01 00:00:00,0
264,MR,User 264,1978-01-01 00:00:00,1
265,MRS,User 265,2001-02-01 00:00:00,0
266,MR,User 266,1976-02-01 00:00:00,0
267,MRS,User 267,1990-08-01 00:00:00,1
268,MR,User 268,1971-03-01 00:00:00,0
269,MRS,User 269,1997-05-01 00:00:00,0
270,MR,User 270,1978-03-01 00:00:00,1
271,MRS,User 271,1970-07-01 00:00:00,0
272,MR,User 272,1989-07-01 00:00:00,0
273,MRS,User 273,1982-06-01 00:00:00,1
274,MR,User 274,1973-08-01 00:00:00,0
275,MRS,User 275,1992-06-01 00:00:00,0
276,MR,User 276,1987-11-01 00:00:00,1
277,MRS,User 277,1991-09-01 00:00:00,0
278,MR,User 278,1983-03-01 00:00:00,0
279,MRS,User 279,1970-09-01 00:00:00,1
280,MR,User 280,1975-06-01 00:00:00,0
281,MRS,User 281,1995-01-01 00:00:00,0
282,MR,User 282,1995-04-01 00:00:00,1
283,MRS,User 283,1979-10-01 00:00:00,0
284,MR,User 284,1984-06-01 00:00:00,0
285,MRS,User 285,1971-02-01 00:00:00,1
286,MR,User 286,1973-12-01 00:00:00,0
287,MRS,User 287,1986-04-01 00:00:00,0
288,MR,User 288,1997-09-01 00:00:00,1
289,MRS,User 289,1976-02-01 00:00:00,0
290,MR,User 290,2000-11-01 00:00:00,0
291,MRS,User 291,1980-08-01 00:00:00,1
292,MR,User 292,1972-03-01 00:00:00,0
293,MRS,User 293,1990-07-01 00:00:00,0
294,MR,User 294,1982-09-01 00:00:00,1
295,MRS,User 295,1971-10-01 00:00:00,0
296,MR,User 296,1982-04-01 00:00:00,0
297,MRS,User 297,1984-04-01 00:00:00,1
298,MR,User 298,2004-05-01 00:00:00,0
299,MRS,User 299,1973-11-01 00:00:00,0
300,MR,User 300,2011-04-01 00:00:00,1
301,MRS,User 301,1997-11-01 00:00:00,0
302,MR,User 302,1985-06-01 00:00:00,0
303,MRS,User 303,2005-04-01 00:00:00,1
304,MR,User 304,1974-10-01 00:00:00,0
305,MRS,User 305,1971-06-01 00:00:00,0
306,MR,User 306,2004-04-01 00:00:00,1
307,MRS,User 307,1970-06-01 00:00:00,0
308,MR,User 308,1994-03-01 00:00:00,0
309,MRS,User 309,2006-01-01 00:00:00,1
310,MR,User 310,1994-05-01 00:00:00,0
311,MRS,User 311,1983-08-01 00:00:00,0
312,MR,User 312,2006-07-01 00:00:00,1
313,MRS,User 313,1986-09-01 00:00:00,0
314,MR,User 314,1985-07-01 00:00:00,0
315,MRS,User 315,1997-06-01 00:00:00,1
316,MR,User 316,1976-12-01 00:00:00,0
317,MRS,User 317,2005-12-01 00:00:00,0
318,MR,User 318,2003-07-01 00:00:00,1
319,MRS,User 319,1988-02-01 00:00:00,0
320,MR,User 320,2001-05-01 00:00:00,0
321,MRS,User 321,1989-04-01 00:00:00,1
322,MR,User 322,1972-03-01 00:00:00,0
323,MRS,User 323,2006-03-01 00:00:00,0
324,MR,User 324,1977-09-01 00:00:00,1
325,MRS,User 325,1983-03-01 00:00:00,0
326,MR,User 326,1971-03-01 00:00:00,0
327,MRS,User 327,1977-09-01 00:00:00,1
328,MR,User 328,2004-12-01 00:00:00,0
329,MRS,User 329,1996-05-01 00:00:00,0
330,MR,User 330,1997-02-01 00:00:00,1
331,MRS,User 331,1984-08-01 00:00:00,0
332,MR,User 332,2003-03-01 00:00:00,0
333,MRS,User 333,2008-10-01 00:00:00,1
334,MR,User 334,1980-10-01 00:00:00,0
335,MRS,User 335,1990-11-01 00:00:00,0
336,MR,User 336,2000-04-01 00:00:00,1
337,MRS,User 337,1975-04-01 00:00:00,0
338,MR,User 338,1988-11-01 00:00:00,0
339,MRS,User 339,2006-07-01 00:00:00,1
340,MR,User 340,1970-12-01 00:00:00,0
341,MRS,User 341,1990-01-01 00:00:00,0
342,MR,User 342,1984-01-01 00:00:00,1
343,MRS,User 343,1979-11-01 00:00:00,0
344,MR,User 344,1977-01-01 00:00:00,0
345,MRS,User 345,1975-08-01 00:00:00,1
346,MR,User 346,1976-11-01 00:00:00,0
347,MRS,User 347,1987-04-01 00:00:00,0
348,MR,User 348,1993-12-01 00:00:00,1
349,MRS,User 349,1996-01-01 00:00:00,0
350,MR,User 350,1986-09-01 00:00:00,0
351,MRS,User 351,1975-04-01 00:00:00,1
352,MR,User 352,1987-12-01 00:00:00,0
353,MRS,User 353,2002-02-01 00:00:00,0
354,MR,User 354,1993-02-01 00:00:00,1
355,MRS,User 355,1989-02-01 00:00:00,0
356,MR,User 356,1996-02-01 00:00:00,0
357,MRS,User 357,2001-04-01 00:00:00,1
358,MR,User 358,2006-08-01 00:00:00,0
359,MRS,User 359,1975-07-01 00:00:00,0
360,MR,User 360,1970-12-01 00:00:00,1
361,MRS,User 361,1999-11-01 00:00:00,0
362,MR,User 362,1991-03-01 00:00:00,0
363,MRS,User 363,1986-04-01 00:00:00,1
364,MR,User 364,1987-09-01 00:00:00,0
365,MRS,User 365,2009-07-01 00:00:00,0
366,MR,User 366,1989-07-01 00:00:00,1
367,MRS,User 367,1990-09-01 00:00:00,0
368,MR,User 368,1973-02-01 00:00:00,0
369,MRS,User 369,2006-09-01 00:00:00,1
370,MR,User 370,1977-06-01 00:00:00,0
371,MRS,User 371,1980-03-01 00:00:00,0
372,MR,User 372,1998-07-01 00:00:00,1
373,MRS,User 373,1998-08-01 00:00:00,0
374,MR,User 374,1985-11-01 00:00:00,0
375,MRS,User 375,2004-10-01 00:00:00,1
376,MR,User 376,1971-05-01 00:00:00,0
377,MRS,User 377,1997-04-01 00:00:00,0
378,MR,User 378,1977-04-01 00:00:00,1
379,MRS,User 379,2007-09-01 00:00:00,0
380,MR,User 380,2011-06-01 00:00:00,0
381,MRS,User 381,1980-12-01 00:00:00,1
382,MR,User 382,1983-07-01 00:00:00,0
383,MRS,User 383,2004-08-01 00:00:00,0
384,MR,User 384,1977-06-01 00:00:00,1
385,MRS,User 385,1986-08-01 00:00:00,0
386,MR,User 386,1989-02-01 00:00:00,0
387,MRS,User 387,1973-08-01 00:00:00,1
388,MR,User 388,1972-08-01 00:00:00,0
389,MRS,User 389,1971-11-01 00:00:00,0
390,MR,User 390,1971-04-01 00:00:00,1
391,MRS,User 391,1970-12-01 00:00:00,0
392,MR,User 392,1970-09-01 00:00:00,0
393,MRS,User 393,1970-07-01 00:00:00,1
394,MR,User 394,1970-05-01 00:00:00,0
395,MRS,User 395,1970-04-01 00:00:00,0
396,MR,User 396,2011-09-01 00:00:00,1
397,MRS,User 397,2011-01-01 00:00:00,0
398,MR,User 398,2008-03-01 00:00:00,0
399,MRS,User 399,1996-01-01 00:00:00,1
400,MR,User 400,1985-08-01 00:00:00,0
401,MRS,User 401,2011-06-01 00:00:00,0
402,MR,User 402,2005-04-01 00:00:00,1
403,MRS,User 403,1980-06-01 00:00:00,0
404,MR,User 404,1999-05-01 00:00:00,0
405,MRS,User 405,2002-01-01 00:00:00,1
406,MR,User 406,2000-03-01 00:00:00,0
407,MRS,User 407,1983-05-01 00:00:00,0
408,MR,User 408,1987-09-01 00:00:00,1
409,MRS,User 409,1976-09-01 00:00:00,0
410,MR,User 410,1991-10-01 00:00:00,0
411,MRS,User 411,1975-05-01 00:00:00,1
412,MR,User 412,1973-04-01 00:00:00,0
413,MRS,User 413,2011-08-01 00:00:00,0
414,MR,User 414,2001-08-01 00:00:00,1
415,MRS,User 415,2002-11-01 00:00:00,0
416,MR,User 416,1997-12-01 00:00:00,0
417,MRS,User 417,2011-01-01 00:00:00,1
418,MR,User 418,2007-09-01 00:00:00,0
419,MRS,User 419,1993-09-01 00:00:00,0
420,MR,User 420,1975-04-01 00:00:00,1
421,MRS,User 421,2008-07-01 00:00:00,0
422,MR,User 422,1979-12-01 00:00:00,0
423,MRS,User 423,1987-06-01 00:00:00,1
424,MR,User 424,1985-09-01 00:00:00,0
425,MRS,User 425,1996-01-01 00:00:00,0
426,MR,User 426,2011-02-01 00:00:00,1
427,MRS,User 427,1972-07-01 00:00:00,0
428,MR,User 428,1983-12-01 00:00:00,0
429,MRS,User 429,1990-09-01 00:00:00,1
430,MR,User 430,1989-08-01 00:00:00,0
431,MRS,User 431,2005-11-01 00:00:00,0
432,MR,User 432,2007-03-01 00:00:00,1
433,MRS,User 433,2006-08-01 00:00:00,0
434,MR,User 434,1999-07-01 00:00:00,0
435,MRS,User 435,2007-09-01 00:00:00,1
436,MR,User 436,1986-08-01 00:00:00,0
437,MRS,User 437,1981-07-01 00:00:00,0
438,MR,User 438,1977-09-01 00:00:00,1
439,MRS,User 439,1973-11-01 00:00:00,0
440,MR,User 440,2007-08-01 00:00:00,0
441,MRS,User 441,1979-10-01 00:00:00,1
442,MR,User 442,1989-06-01 00:00:00,0
443,MRS,User 443,1995-11-01 00:00:00,0
444,MR,User 444,1999-03-01 00:00:00,1
445,MRS,User 445,1996-09-01 00:00:00,0
446,MR,User 446,1973-12-01 00:00:00,0
447,MRS,User 447,1992-11-01 00:00:00,1
448,MR,User 448,1989-03-01 00:00:00,0
449,MRS,User 449,1997-05-01 00:00:00,0
450,MR,User 450,2007-04-01 00:00:00,1
451,MRS,User 451,1990-11-01 00:00:00,0
452,MR,User 452,2003-11-01 00:00:00,0
453,MRS,User 453,1993-07-01 00:00:00,1
454,MR,User 454,1985-11-01 00:00:00,0
455,MRS,User 455,1978-09-01 00:00:00,0
456,MR,User 456,2007-03-01 00:00:00,1
457,MRS,User 457,2005-01-01 00:00:00,0
458,MR,User 458,1991-09-01 00:00:00,0
459,MRS,User 459,1973-05-01 00:00:00,1
460,MR,User 460,2005-01-01 00:00:00,0
461,MRS,User 461,2009-10-01 00:00:00,0
462,MR,User 462,1980-05-01 00:00:00,1
463,MRS,User 463,1985-10-01 00:00:00,0
464,MR,User 464,1976-02-01 00:00:00,0
465,MRS,User 465,1994-09-01 00:00:00,1
466,MR,User 466,1991-07-01 00:00:00,0
467,MRS,User 467,2003-08-01 00:00:00,0
468,MR,User 468,1989-11-01 00:00:00,1
469,MRS,User 469,2010-01-01 00:00:00,0
470,MR,User 470,1985-07-01 00:00:00,0
471,MRS,User 471,2010-08-01 00:00:00,1
472,MR,User 472,2001-08-01 00:00:00,0
473,MRS,User 473,2005-12-01 00:00:00,0
474,MR,User 474,1971-04-01 00:00:00,1
475,MRS,User 475,1993-10-01 00:00:00,0
476,MR,User 476,2001-05-01 00:00:00,0
477,MRS,User 477,1972-02-01 00:00:00,1
478,MR,User 478,2011-04-01 00:00:00,0
479,MRS,User 479,2003-03-01 00:00:00,0
480,MR,User 480,1970-08-01 00:00:00,1
481,MRS,User 481,1998-03-01 00:00:00,0
482,MR,User 482,1984-03-01 00:00:00,0
483,MRS,User 483,1997-12-01 00:00:00,1
484,MR,User 484,1983-10-01 00:00:00,0
485,MRS,User 485,1996-05-01 00:00:00,0
486,MR,User 486,1977-02-01 00:00:00,1
487,MRS,User 487,2009-09-01 00:00:00,0
488,MR,User 488,1980-07-01 00:00:00,0
489,MRS,User 489,1986-07-01 00:00:00,1
490,MR,User 490,1979-07-01 00:00:00,0
491,MRS,User 491,2009-06-01 00:00:00,0
492,MR,User 492,1971-10-01 00:00:00,1
493,MRS,User 493,1985-05-01 00:00:00,0
494,MR,User 494,1999-11-01 00:00:00,0
495,MRS,User 495,1989-09-01 00:00:00,1
496,MR,User 496,1978-10-01 00:00:00,0
497,MRS,User 497,1996-07-01 00:00:00,0
498,MR,User 498,1992-10-01 00:00:00,1
499,MRS,User 499,2004-03-01 00:00:00,0
500,MR,User 500,1989-03-01 00:00:00,0
501,MRS,User 501,2004-10-01 00:00:00,1
502,MR,User 502,2002-12-01 00:00:00,0
503,MRS,User 503,1988-08-01 00:00:00,0
504,MR,User 504,2005-09-01 00:00:00,1
505,MRS,User 505,2009-03-01 00:00:00,0
506,MR,User 506,1975-07-01 00:00:00,0
507,MRS,User 507,2005-01-01 00:00:00,1
508,MR,User 508,2003-03-01 00:00:00,0
509,MRS,User 509,1989-05-01 00:00:00,0
510,MR,User 510,2008-09-01 00:00:00,1
511,MRS,User 511,1980-03-01 00:00:00,0
512,MR,User 512,1988-01-01 00:00:00,0
513,MRS,User 513,1987-12-01 00:00:00,1
514,MR,User 514,2005-06-01 00:00:00,0
515,MRS,User 515,2010-02-01 00:00:00,0
516,MR,User 516,1980-09-01 00:00:00,1
517,MRS,User 517,1986-04-01 00:00:00,0
518,MR,User 518,1977-07-01 00:00:00,0
519,MRS,User 519,2000-04-01 00:00:00,1
520,MR,User 520,1973-10-01 00:00:00,0
521,MRS,User 521,1981-06-01 00:00:00,0
522,MR,User 522,1973-11-01 00:00:00,1
523,MRS,User 523,1996-08-01 00:00:00,0
524,MR,User 524,2007-12-01 00:00:00,0
525,MRS,User 525,1996-05-01 00:00:00,1
526,MR,User 526,1987-11-01 00:00:00,0
527,MRS,User 527,1980-03-01 00:00:00,0
528,MR,User 528,2008-12-01 00:00:00,1
529,MRS,User 529,2008-12-01 00:00:00,0
530,MR,User 530,2006-03-01 00:00:00,0
531,MRS,User 531,1992-03-01 00:00:00,1
532,MR,User 532,1972-04-01 00:00:00,0
533,MRS,User 533,1998-03-01 00:00:00,0
534,MR,User 534,1978-12-01 00:00:00,1
535,MRS,User 535,1971-08-01 00:00:00,0
536,MR,User 536,1992-09-01 00:00:00,0
537,MRS,User 537,1995-04-01 00:00:00,1
538,MR,User 538,1986-09-01 00:00:00,0
539,MRS,User 539,1977-05-01 00:00:00,0
540,MR,User 540,1998-03-01 00:00:00,1
541,MRS,User 541,2005-05-01 00:00:00,0
542,MR,User 542,1978-12-01 00:00:00,0
543,MRS,User 543,1991-11-01 00:00:00,1
544,MR,User 544,2010-10-01 00:00:00,0
545,MRS,User 545,1983-01-01 00:00:00,0
546,MR,User 546,1996-04-01 00:00:00,1
547,MRS,User 547,1978-09-01 00:00:00,0
548,MR,User 548,1976-02-01 00:00:00,0
549,MRS,User 549,1974-06-01 00:00:00,1
550,MR,User 550,1973-09-01 00:00:00,0
551,MRS,User 551,1975-02-01 00:00:00,0
552,MR,User 552,1984-04-01 00:00:00,1
553,MRS,User 553,1984-05-01 00:00:00,0
554,MR,User 554,1998-11-01 00:00:00,0
555,MRS,User 555,1987-11-01 00:00:00,1
556,MR,User 556,1972-09-01 00:00:00,0
557,MRS,User 557,1971-03-01 00:00:00,0
558,MR,User 558,2009-09-01 00:00:00,1
559,MRS,User 559,1997-11-01 00:00:00,0
560,MR,User 560,1990-02-01 00:00:00,0
561,MRS,User 561,1986-12-01 00:00:00,1
562,MR,User 562,1994-04-01 00:00:00,0
563,MRS,User 563,1998-10-01 00:00:00,0
564,MR,User 564,1999-06-01 00:00:00,1
565,MRS,User 565,1988-12-01 00:00:00,0
566,MR,User 566,1976-05-01 00:00:00,0
567,MRS,User 567,1986-06-01 00:00:00,1
568,MR,User 568,1991-04-01 00:00:00,0
569,MRS,User 569,1985-07-01 00:00:00,0
570,MR,User 570,1983-07-01 00:00:00,1
571,MRS,User 571,1991-01-01 00:00:00,0
